region,xh5,xi1,_v23,_v176,_v181,_v145,wage,education,experience,has_wage,gender,unempl_wage
9,2,1,20000,12,NA,10,20000,10,12,0,2,NA
9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,1,NA,10,NA,6,NA,6,10,NA,2,NA
9,2,2,NA,50,NA,2,NA,2,50,NA,2,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,1,2,45000,22,NA,5,45000,5,22,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,19000,12,NA,10,19000,10,12,0,2,NA
9,2,2,25000,99999997,NA,10,25000,10,99999997,0,2,NA
9,1,2,NA,42,NA,10,NA,10,42,NA,1,NA
9,2,1,NA,42,NA,10,NA,10,42,NA,2,NA
9,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,1,1,20000,34,NA,6,20000,6,34,0,1,NA
9,2,1,10000,42,NA,10,10000,10,42,0,2,NA
9,1,2,22000,99999997,NA,4,22000,4,99999997,0,1,NA
9,2,1,NA,99999997,NA,5,NA,5,99999997,NA,2,NA
9,1,1,NA,41,NA,6,NA,6,41,NA,1,NA
9,2,1,NA,46,NA,10,NA,10,46,NA,2,NA
9,1,2,NA,16,30000,3,NA,3,16,NA,1,30000
9,2,1,8000,99999997,NA,6,8000,6,99999997,0,2,NA
9,1,2,NA,0,NA,1,NA,1,0,NA,1,NA
9,1,2,NA,15,NA,10,NA,10,15,NA,1,NA
9,2,2,99999998,43,NA,2,99999998,2,43,0,2,NA
9,2,1,99999997,99999997,NA,5,99999997,5,99999997,0,2,NA
9,2,1,NA,20,NA,6,NA,6,20,NA,2,NA
9,2,1,NA,44,NA,10,NA,10,44,NA,2,NA
9,1,1,NA,38,NA,3,NA,3,38,NA,1,NA
9,2,1,NA,42,NA,2,NA,2,42,NA,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,20000,5,NA,5,20000,5,5,0,2,NA
9,1,2,75000,34,NA,6,75000,6,34,0,1,NA
9,2,1,20000,35,NA,10,20000,10,35,0,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,26000,11,NA,10,26000,10,11,0,1,NA
9,2,2,NA,19,NA,5,NA,5,19,NA,2,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,2,2,NA,40,NA,1,NA,1,40,NA,2,NA
9,1,2,NA,5,NA,3,NA,3,5,NA,1,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,2,2,NA,37,NA,6,NA,6,37,NA,2,NA
9,1,2,25000,99999996,NA,6,25000,6,99999996,0,1,NA
9,2,2,18000,33,NA,6,18000,6,33,0,2,NA
9,2,1,20000,34,NA,10,20000,10,34,0,2,NA
9,1,1,NA,54,NA,6,NA,6,54,NA,1,NA
9,2,2,NA,33,NA,3,NA,3,33,NA,2,NA
9,2,2,25000,2,NA,2,25000,2,2,0,2,NA
9,2,2,99999997,20,NA,4,99999997,4,20,0,2,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,1,1,35000,17,NA,4,35000,4,17,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,NA,41,NA,4,NA,4,41,NA,2,NA
9,1,1,10000,41,NA,5,10000,5,41,0,1,NA
9,2,1,13000,41,NA,10,13000,10,41,0,2,NA
9,1,2,35000,99999996,NA,2,35000,2,99999996,0,1,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,NA,29,NA,6,NA,6,29,NA,2,NA
9,1,2,NA,99999998,NA,6,NA,6,99999998,NA,1,NA
9,1,1,NA,41,NA,10,NA,10,41,NA,1,NA
9,2,1,NA,39,NA,10,NA,10,39,NA,2,NA
9,2,1,NA,51,NA,10,NA,10,51,NA,2,NA
9,2,1,NA,46,NA,10,NA,10,46,NA,2,NA
9,2,2,16000,7,NA,11,16000,11,7,0,2,NA
9,2,2,8000,99999996,NA,6,8000,6,99999996,0,2,NA
9,1,2,10000,30,NA,6,10000,6,30,0,1,NA
9,2,2,NA,6,NA,2,NA,2,6,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,20000,20,NA,10,20000,10,20,0,2,NA
9,1,2,99999998,99999996,NA,4,99999998,4,99999996,0,1,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,1,2,30000,30,NA,5,30000,5,30,0,1,NA
9,1,2,37000,10,70000,2,37000,2,10,0,1,70000
9,2,2,25000,3,45000,6,25000,6,3,0,2,45000
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,25000,32,NA,6,25000,6,32,0,2,NA
9,2,2,27000,8,NA,10,27000,10,8,0,2,NA
9,1,2,NA,41,30000,3,NA,3,41,NA,1,30000
9,1,1,NA,NA,30000,1,NA,1,NA,NA,1,30000
9,2,2,5500,99999997,NA,11,5500,11,99999997,0,2,NA
9,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,1,36000,99999997,NA,6,36000,6,99999997,0,1,NA
9,2,1,20000,99999997,NA,6,20000,6,99999997,0,2,NA
9,2,1,99999998,99999997,NA,10,99999998,10,99999997,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,20000,99999997,NA,10,20000,10,99999997,0,2,NA
9,1,1,NA,99999997,NA,10,NA,10,99999997,NA,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,1,99999998,99999997,NA,6,99999998,6,99999997,0,1,NA
9,1,1,NA,99999997,NA,6,NA,6,99999997,NA,1,NA
9,2,1,NA,99999998,NA,2,NA,2,99999998,NA,2,NA
9,2,2,NA,99999997,30000,10,NA,10,99999997,NA,2,30000
9,1,1,40000,99999997,NA,3,40000,3,99999997,0,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,1,NA,35,NA,6,NA,6,35,NA,2,NA
9,2,1,19000,43,NA,6,19000,6,43,0,2,NA
9,1,2,NA,32,NA,10,NA,10,32,NA,1,NA
9,1,2,30000,99999997,NA,1,30000,1,99999997,0,1,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,32000,99999997,NA,4,32000,4,99999997,0,2,NA
9,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,2,1,99999998,99999997,NA,6,99999998,6,99999997,0,2,NA
9,1,2,99999998,99999997,NA,10,99999998,10,99999997,0,1,NA
9,1,1,27000,99999997,NA,5,27000,5,99999997,0,1,NA
9,2,1,30000,99999997,NA,6,30000,6,99999997,0,2,NA
9,2,1,NA,30,NA,6,NA,6,30,NA,2,NA
9,2,1,35000,5,NA,11,35000,11,5,0,2,NA
9,2,1,25000,35,50000,6,25000,6,35,0,2,50000
9,2,1,NA,31,NA,10,NA,10,31,NA,2,NA
9,2,1,NA,2,40000,10,NA,10,2,NA,2,40000
9,1,1,30000,3,NA,2,30000,2,3,0,1,NA
9,2,1,NA,6,25000,10,NA,10,6,NA,2,25000
9,1,1,120000,32,NA,10,120000,10,32,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,1,NA,99999997,NA,10,NA,10,99999997,NA,1,NA
9,2,1,55000,99999997,NA,10,55000,10,99999997,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,2,NA,6,NA,6,NA,6,6,NA,1,NA
9,2,1,NA,27,NA,10,NA,10,27,NA,2,NA
9,1,2,20000,16,NA,10,20000,10,16,0,1,NA
9,2,1,15000,40,NA,10,15000,10,40,0,2,NA
9,2,1,NA,38,NA,6,NA,6,38,NA,2,NA
9,1,1,NA,54,NA,6,NA,6,54,NA,1,NA
9,2,1,20000,33,NA,6,20000,6,33,0,2,NA
9,1,1,NA,NA,NA,2,NA,2,NA,NA,1,NA
9,1,2,NA,0,NA,2,NA,2,0,NA,1,NA
9,2,1,NA,99999997,NA,2,NA,2,99999997,NA,2,NA
9,2,1,NA,NA,25000,2,NA,2,NA,NA,2,25000
9,1,1,35000,99999997,NA,10,35000,10,99999997,0,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,2,43000,99999997,NA,10,43000,10,99999997,0,1,NA
9,2,1,99999998,99999997,NA,10,99999998,10,99999997,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,38000,29,NA,10,38000,10,29,0,2,NA
9,2,1,NA,41,NA,2,NA,2,41,NA,2,NA
9,2,1,NA,47,NA,10,NA,10,47,NA,2,NA
9,2,2,NA,0,40000,11,NA,11,0,NA,2,40000
9,2,2,NA,41,30000,2,NA,2,41,NA,2,30000
9,2,1,40000,25,NA,10,40000,10,25,0,2,NA
9,1,2,30000,99999999,NA,10,30000,10,99999999,0,1,NA
9,2,1,15000,1,NA,11,15000,11,1,0,2,NA
9,2,2,NA,16,30000,5,NA,5,16,NA,2,30000
9,1,99999999,35000,27,NA,5,35000,5,27,0,1,NA
9,1,2,16000,99999996,35000,1,16000,1,99999996,0,1,35000
9,1,2,NA,0,NA,1,NA,1,0,NA,1,NA
9,2,1,29000,43,NA,3,29000,3,43,0,2,NA
9,2,1,20000,26,50000,10,20000,10,26,0,2,50000
9,2,2,14000,99999999,NA,5,14000,5,99999999,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,1,32000,20,NA,5,32000,5,20,0,1,NA
9,2,1,NA,50,NA,6,NA,6,50,NA,2,NA
9,2,2,25000,15,NA,1,25000,1,15,0,2,NA
9,2,2,99999997,99999997,NA,10,99999997,10,99999997,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,1,NA,99999997,NA,10,NA,10,99999997,NA,1,NA
9,1,2,35000,99999996,NA,10,35000,10,99999996,0,1,NA
9,2,2,25000,11,NA,10,25000,10,11,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,50000,1,NA,2,50000,2,1,0,2,NA
9,1,1,32000,36,NA,10,32000,10,36,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,20000,2,50000,11,20000,11,2,0,2,50000
9,1,2,50000,10,NA,10,50000,10,10,0,1,NA
9,2,2,19000,35,NA,6,19000,6,35,0,2,NA
9,2,1,40000,31,NA,10,40000,10,31,0,2,NA
9,1,1,32000,3,NA,10,32000,10,3,0,1,NA
9,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
9,1,2,35000,99999997,NA,6,35000,6,99999997,0,1,NA
9,2,2,NA,1,150000,6,NA,6,1,NA,2,150000
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,2,30000,99999997,NA,1,30000,1,99999997,0,1,NA
9,2,1,99999997,99999997,NA,10,99999997,10,99999997,0,2,NA
9,2,1,14000,99999997,NA,2,14000,2,99999997,0,2,NA
9,1,1,NA,99999997,NA,10,NA,10,99999997,NA,1,NA
9,2,1,NA,99999997,NA,6,NA,6,99999997,NA,2,NA
9,1,2,45000,99999997,NA,10,45000,10,99999997,0,1,NA
9,2,2,NA,22,NA,10,NA,10,22,NA,2,NA
9,1,1,NA,41,NA,2,NA,2,41,NA,1,NA
9,2,1,NA,NA,NA,2,NA,2,NA,NA,2,NA
9,1,99999999,NA,99999997,60000,10,NA,10,99999997,NA,1,60000
9,2,1,99999997,99999997,NA,10,99999997,10,99999997,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,15000,8,NA,5,15000,5,8,0,2,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,2,2,NA,99999997,NA,10,NA,10,99999997,NA,2,NA
9,1,2,NA,30,NA,10,NA,10,30,NA,1,NA
9,2,1,NA,41,NA,6,NA,6,41,NA,2,NA
9,1,1,NA,40,NA,10,NA,10,40,NA,1,NA
9,2,2,NA,15,NA,6,NA,6,15,NA,2,NA
9,1,1,24000,40,NA,5,24000,5,40,0,1,NA
9,2,1,NA,42,NA,10,NA,10,42,NA,2,NA
9,2,1,40000,7,NA,6,40000,6,7,0,2,NA
9,1,2,35000,7,NA,6,35000,6,7,0,1,NA
9,1,2,20000,34,NA,6,20000,6,34,0,1,NA
9,2,2,11500,28,NA,4,11500,4,28,0,2,NA
9,2,1,NA,32,NA,6,NA,6,32,NA,2,NA
9,1,1,NA,NA,NA,11,NA,11,NA,NA,1,NA
9,2,1,NA,NA,NA,6,NA,6,NA,NA,2,NA
9,1,1,NA,99999997,NA,5,NA,5,99999997,NA,1,NA
9,2,2,17000,99999997,NA,12,17000,12,99999997,0,2,NA
9,1,1,NA,99999997,50000,12,NA,12,99999997,NA,1,50000
9,2,1,NA,45,NA,6,NA,6,45,NA,2,NA
9,1,1,NA,35,NA,16,NA,16,35,NA,1,NA
9,1,2,32000,99999997,NA,6,32000,6,99999997,0,1,NA
9,2,2,NA,NA,30000,2,NA,2,NA,NA,2,30000
9,2,2,NA,32,NA,10,NA,10,32,NA,2,NA
9,2,2,NA,18,NA,6,NA,6,18,NA,2,NA
9,2,1,99999998,39,NA,10,99999998,10,39,0,2,NA
9,1,2,99999998,45,NA,6,99999998,6,45,0,1,NA
9,2,1,NA,23,NA,10,NA,10,23,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,32000,26,NA,10,32000,10,26,0,2,NA
9,2,1,NA,20,NA,10,NA,10,20,NA,2,NA
9,1,1,17000,99999997,NA,11,17000,11,99999997,0,1,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,1,1,40000,99999997,70000,6,40000,6,99999997,0,1,70000
9,2,1,NA,99999997,NA,2,NA,2,99999997,NA,2,NA
9,2,1,10000,99999997,NA,6,10000,6,99999997,0,2,NA
9,2,2,20000,99999997,NA,6,20000,6,99999997,0,2,NA
9,1,2,99999998,99999997,80000,10,99999998,10,99999997,0,1,80000
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,30000,99999997,NA,10,30000,10,99999997,0,1,NA
9,2,1,NA,3,NA,6,NA,6,3,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,2,1,NA,99999997,NA,2,NA,2,99999997,NA,2,NA
9,2,2,25000,99999997,50000,2,25000,2,99999997,0,2,50000
9,2,2,15000,23,NA,6,15000,6,23,0,2,NA
9,2,2,NA,37,NA,5,NA,5,37,NA,2,NA
9,1,2,30000,28,NA,10,30000,10,28,0,1,NA
9,2,1,55000,12,NA,10,55000,10,12,0,2,NA
9,1,1,50000,14,NA,10,50000,10,14,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,30000,21,NA,6,30000,6,21,0,2,NA
9,2,1,NA,43,NA,1,NA,1,43,NA,2,NA
9,2,1,25000,30,NA,2,25000,2,30,0,2,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,1,1,NA,20,NA,11,NA,11,20,NA,1,NA
9,1,2,NA,42,NA,3,NA,3,42,NA,1,NA
9,2,1,NA,40,NA,6,NA,6,40,NA,2,NA
9,1,2,38000,5,NA,3,38000,3,5,0,1,NA
9,2,2,NA,20,NA,6,NA,6,20,NA,2,NA
9,1,2,NA,44,NA,10,NA,10,44,NA,1,NA
9,2,1,NA,37,20000,2,NA,2,37,NA,2,20000
9,2,1,NA,42,NA,10,NA,10,42,NA,2,NA
9,1,2,20000,1,NA,2,20000,2,1,0,1,NA
9,1,1,30000,25,NA,3,30000,3,25,0,1,NA
9,2,1,NA,28,NA,6,NA,6,28,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,30000,15,NA,10,30000,10,15,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,2,NA,99999996,NA,1,NA,1,99999996,NA,1,NA
9,2,2,50000,15,NA,3,50000,3,15,0,2,NA
9,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
9,2,1,NA,22,NA,6,NA,6,22,NA,2,NA
9,2,1,NA,14,NA,3,NA,3,14,NA,2,NA
9,1,2,100000,18,NA,5,100000,5,18,0,1,NA
9,2,1,50000,26,NA,10,50000,10,26,0,2,NA
9,1,2,NA,20,NA,2,NA,2,20,NA,1,NA
9,1,2,NA,99999997,NA,5,NA,5,99999997,NA,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,2,NA,25,NA,3,NA,3,25,NA,1,NA
9,2,1,NA,99999997,NA,1,NA,1,99999997,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,1,20000,99999997,NA,1,20000,1,99999997,0,1,NA
9,2,1,75000,5,NA,2,75000,2,5,0,2,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,2,2,NA,0,40000,11,NA,11,0,NA,2,40000
9,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
9,1,1,NA,17,NA,6,NA,6,17,NA,1,NA
9,1,1,NA,NA,40000,6,NA,6,NA,NA,1,40000
9,2,1,NA,NA,40000,6,NA,6,NA,NA,2,40000
9,2,1,NA,17,NA,6,NA,6,17,NA,2,NA
9,2,1,16500,20,NA,10,16500,10,20,0,2,NA
9,2,1,20000,44,NA,10,20000,10,44,0,2,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,1,100000,99999997,NA,10,100000,10,99999997,0,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,1,30000,35,NA,5,30000,5,35,0,1,NA
9,2,1,NA,4,NA,2,NA,2,4,NA,2,NA
9,2,1,NA,40,NA,1,NA,1,40,NA,2,NA
9,2,2,20000,10,NA,10,20000,10,10,0,2,NA
9,1,2,99999998,12,NA,6,99999998,6,12,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,99999998,21,NA,10,99999998,10,21,0,1,NA
9,2,2,NA,99999997,20000,6,NA,6,99999997,NA,2,20000
9,1,2,NA,99999997,NA,1,NA,1,99999997,NA,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,25000,99999997,NA,1,25000,1,99999997,0,2,NA
9,1,2,35000,14,NA,10,35000,10,14,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,99999997,9,NA,10,99999997,10,9,0,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,1,NA,99999997,NA,10,NA,10,99999997,NA,1,NA
9,2,1,NA,99999996,NA,11,NA,11,99999996,NA,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,1,NA,54,NA,10,NA,10,54,NA,1,NA
9,2,1,NA,36,NA,10,NA,10,36,NA,2,NA
9,1,2,35000,99999997,NA,5,35000,5,99999997,0,1,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,1,25000,99999997,NA,6,25000,6,99999997,0,2,NA
9,2,2,99999998,5,NA,10,99999998,10,5,0,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,2,1,NA,20,NA,4,NA,4,20,NA,2,NA
9,2,2,NA,99999997,25000,2,NA,2,99999997,NA,2,25000
9,2,1,NA,99999996,NA,2,NA,2,99999996,NA,2,NA
9,1,2,50000,99999997,NA,6,50000,6,99999997,0,1,NA
9,2,1,NA,NA,NA,99999998,NA,99999998,NA,NA,2,NA
9,1,2,99999998,99999997,NA,3,99999998,3,99999997,0,1,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,NA,41,NA,6,NA,6,41,NA,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,2,99999999,26,NA,10,99999999,10,26,0,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,40000,6,NA,10,40000,10,6,0,1,NA
9,2,1,NA,2,NA,10,NA,10,2,NA,2,NA
9,2,2,NA,99999997,NA,2,NA,2,99999997,NA,2,NA
9,1,2,NA,NA,20000,5,NA,5,NA,NA,1,20000
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,50000,9,NA,10,50000,10,9,0,1,NA
9,2,1,99999997,16,40000,10,99999997,10,16,0,2,40000
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,99999999,99999998,7,NA,11,99999998,11,7,0,2,NA
9,1,2,99999998,6,NA,11,99999998,11,6,0,1,NA
9,2,2,99999998,6,NA,11,99999998,11,6,0,2,NA
9,1,2,99999998,8,NA,10,99999998,10,8,0,1,NA
9,1,1,NA,2,NA,10,NA,10,2,NA,1,NA
9,2,2,99999997,10,NA,10,99999997,10,10,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,1,25000,31,NA,3,25000,3,31,0,2,NA
9,1,2,25000,24,NA,4,25000,4,24,0,1,NA
9,2,1,NA,25,NA,2,NA,2,25,NA,2,NA
9,2,2,25000,18,NA,4,25000,4,18,0,2,NA
9,1,2,25000,1,NA,6,25000,6,1,0,1,NA
9,2,2,NA,46,NA,6,NA,6,46,NA,2,NA
9,2,2,NA,29,NA,3,NA,3,29,NA,2,NA
9,1,1,30000,9,NA,6,30000,6,9,0,1,NA
9,2,1,NA,3,NA,10,NA,10,3,NA,2,NA
9,2,1,25000,27,NA,6,25000,6,27,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,2,2,20000,1,NA,6,20000,6,1,0,2,NA
9,2,1,NA,99999997,NA,10,NA,10,99999997,NA,2,NA
9,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
9,2,1,NA,34,NA,6,NA,6,34,NA,2,NA
9,1,2,NA,99999997,NA,1,NA,1,99999997,NA,1,NA
9,2,2,99999998,99999997,NA,10,99999998,10,99999997,0,2,NA
9,2,1,NA,15,40000,5,NA,5,15,NA,2,40000
9,1,1,45000,99999997,NA,4,45000,4,99999997,0,1,NA
9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,2,1,99999998,99999997,NA,10,99999998,10,99999997,0,2,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,2,2,NA,NA,20000,1,NA,1,NA,NA,2,20000
9,2,1,NA,0,25000,10,NA,10,0,NA,2,25000
9,1,1,99999997,99999997,NA,6,99999997,6,99999997,0,1,NA
9,2,1,0,99999997,NA,3,0,3,99999997,0,2,NA
9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9,1,2,0,99999997,NA,6,0,6,99999997,0,1,NA
9,1,1,99999998,99999997,50000,10,99999998,10,99999997,0,1,50000
9,2,1,30000,99999997,NA,4,30000,4,99999997,0,2,NA
9,1,1,NA,99999997,NA,2,NA,2,99999997,NA,1,NA
9,2,1,14000,99999997,NA,6,14000,6,99999997,0,2,NA
9,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
9,2,1,33000,99999997,NA,10,33000,10,99999997,0,2,NA
9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9,1,1,NA,99999997,NA,10,NA,10,99999997,NA,1,NA
10,2,1,NA,43,NA,1,NA,1,43,NA,2,NA
10,2,1,11000,50,NA,5,11000,5,50,0,2,NA
10,1,2,NA,34,NA,10,NA,10,34,NA,1,NA
10,2,1,NA,32,NA,10,NA,10,32,NA,2,NA
10,1,2,NA,6,10000,4,NA,4,6,NA,1,10000
10,1,2,NA,6,10000,10,NA,10,6,NA,1,10000
10,2,2,27000,1,NA,10,27000,10,1,0,2,NA
10,1,1,50000,99999997,NA,10,50000,10,99999997,0,1,NA
10,2,1,18000,37,NA,3,18000,3,37,0,2,NA
10,1,2,NA,99999997,NA,1,NA,1,99999997,NA,1,NA
10,1,2,NA,38,NA,4,NA,4,38,NA,1,NA
10,2,2,NA,43,NA,2,NA,2,43,NA,2,NA
10,2,1,11200,39,NA,10,11200,10,39,0,2,NA
10,1,1,15000,26,NA,5,15000,5,26,0,1,NA
10,2,1,7000,38,NA,3,7000,3,38,0,2,NA
10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
10,2,2,17000,21,20000,5,17000,5,21,0,2,20000
10,2,1,NA,40,NA,1,NA,1,40,NA,2,NA
10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10,1,2,18000,17,NA,6,18000,6,17,0,1,NA
10,2,2,20000,17,NA,3,20000,3,17,0,2,NA
10,1,1,18000,17,NA,5,18000,5,17,0,1,NA
10,2,1,0,19,NA,5,0,5,19,0,2,NA
10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
10,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
10,1,1,NA,NA,NA,3,NA,3,NA,NA,1,NA
10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10,2,2,30000,17,NA,10,30000,10,17,0,2,NA
10,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
10,1,2,30000,19,NA,10,30000,10,19,0,1,NA
10,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10,2,2,18000,12,NA,6,18000,6,12,0,2,NA
10,2,1,NA,24,NA,5,NA,5,24,NA,2,NA
10,2,2,38000,11,NA,10,38000,10,11,0,2,NA
10,2,1,27000,44,NA,10,27000,10,44,0,2,NA
10,2,1,12000,35,NA,6,12000,6,35,0,2,NA
10,2,2,NA,43,NA,2,NA,2,43,NA,2,NA
10,2,1,32000,20,50000,10,32000,10,20,0,2,50000
10,1,2,35000,24,NA,10,35000,10,24,0,1,NA
10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10,2,2,NA,36,NA,6,NA,6,36,NA,2,NA
10,1,2,20000,37,NA,10,20000,10,37,0,1,NA
10,2,2,NA,37,NA,5,NA,5,37,NA,2,NA
10,1,1,NA,31,NA,5,NA,5,31,NA,1,NA
