region,xh5,xi1,_v23,_v176,_v181,_v145,wage,education,experience,has_wage,gender,unempl_wage
92,2,1,20000,18,NA,2,20000,2,18,0,2,NA
92,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
92,2,2,NA,5,NA,2,NA,2,5,NA,2,NA
92,1,1,60000,6,NA,5,60000,5,6,0,1,NA
92,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
92,2,2,30000,23,NA,10,30000,10,23,0,2,NA
92,1,2,40000,29,NA,5,40000,5,29,0,1,NA
92,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
92,2,1,NA,9,NA,10,NA,10,9,NA,2,NA
92,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
92,1,1,99999999,8,NA,10,99999999,10,8,0,1,NA
92,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
92,1,1,NA,57,NA,10,NA,10,57,NA,1,NA
92,2,1,29000,54,NA,10,29000,10,54,0,2,NA
92,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,31,NA,6,NA,6,31,NA,2,NA
93,1,1,NA,22,NA,2,NA,2,22,NA,1,NA
93,2,1,NA,99999997,NA,6,NA,6,99999997,NA,2,NA
93,2,1,NA,35,NA,5,NA,5,35,NA,2,NA
93,1,2,50000,10,NA,10,50000,10,10,0,1,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,1,50000,31,NA,10,50000,10,31,0,1,NA
93,2,1,25000,30,20000,10,25000,10,30,0,2,20000
93,1,1,NA,40,NA,5,NA,5,40,NA,1,NA
93,2,1,NA,31,NA,6,NA,6,31,NA,2,NA
93,1,1,NA,45,NA,10,NA,10,45,NA,1,NA
93,2,1,25000,23,NA,10,25000,10,23,0,2,NA
93,2,1,NA,47,NA,3,NA,3,47,NA,2,NA
93,1,2,16000,20,NA,5,16000,5,20,0,1,NA
93,1,2,35000,24,60000,2,35000,2,24,0,1,60000
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,2,1,27000,20,NA,12,27000,12,20,0,2,NA
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,2,2,NA,7,NA,3,NA,3,7,NA,2,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,28,NA,6,NA,6,28,NA,2,NA
93,1,2,NA,12,NA,5,NA,5,12,NA,1,NA
93,1,2,NA,30,NA,1,NA,1,30,NA,1,NA
93,2,1,NA,33,NA,2,NA,2,33,NA,2,NA
93,1,1,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,1,2,NA,35,NA,3,NA,3,35,NA,1,NA
93,2,1,NA,43,NA,6,NA,6,43,NA,2,NA
93,1,2,35000,13,NA,6,35000,6,13,0,1,NA
93,2,1,NA,15,NA,6,NA,6,15,NA,2,NA
93,1,2,NA,40,NA,6,NA,6,40,NA,1,NA
93,1,2,NA,24,NA,5,NA,5,24,NA,1,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,2,1,NA,6,25000,3,NA,3,6,NA,2,25000
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,38,NA,10,NA,10,38,NA,2,NA
93,2,1,NA,31,NA,3,NA,3,31,NA,2,NA
93,2,1,NA,29,NA,2,NA,2,29,NA,2,NA
93,2,2,NA,NA,25000,2,NA,2,NA,NA,2,25000
93,2,1,NA,NA,NA,5,NA,5,NA,NA,2,NA
93,1,2,NA,NA,30000,5,NA,5,NA,NA,1,30000
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
93,2,2,26000,22,NA,6,26000,6,22,0,2,NA
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,1,2,99999998,99999997,NA,1,99999998,1,99999997,0,1,NA
93,2,2,NA,99999997,NA,5,NA,5,99999997,NA,2,NA
93,2,2,NA,NA,NA,5,NA,5,NA,NA,2,NA
93,2,2,NA,30,15000,6,NA,6,30,NA,2,15000
93,2,1,25000,41,NA,10,25000,10,41,0,2,NA
93,1,2,20000,47,NA,3,20000,3,47,0,1,NA
93,2,2,15000,99999996,NA,5,15000,5,99999996,0,2,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,20000,15,NA,4,20000,4,15,0,1,NA
93,2,1,NA,99999996,NA,5,NA,5,99999996,NA,2,NA
93,2,1,NA,37,NA,6,NA,6,37,NA,2,NA
93,1,2,NA,35,NA,6,NA,6,35,NA,1,NA
93,1,1,NA,99999997,NA,6,NA,6,99999997,NA,1,NA
93,2,2,NA,99999997,NA,10,NA,10,99999997,NA,2,NA
93,2,1,NA,39,NA,1,NA,1,39,NA,2,NA
93,2,2,NA,34,NA,2,NA,2,34,NA,2,NA
93,2,2,NA,99999996,99999997,6,NA,6,99999996,NA,2,99999997
93,1,2,99999997,6,NA,1,99999997,1,6,0,1,NA
93,2,2,NA,14,25000,3,NA,3,14,NA,2,25000
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,1,NA,NA,NA,5,NA,5,NA,NA,2,NA
93,2,1,NA,27,NA,2,NA,2,27,NA,2,NA
93,1,2,30000,20,NA,10,30000,10,20,0,1,NA
93,1,2,12000,0,NA,11,12000,11,0,0,1,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,2,1,30000,25,40000,10,30000,10,25,0,2,40000
93,2,2,NA,43,NA,3,NA,3,43,NA,2,NA
93,1,1,28000,53,NA,10,28000,10,53,0,1,NA
93,2,1,NA,30,NA,1,NA,1,30,NA,2,NA
93,2,1,21000,19,NA,6,21000,6,19,0,2,NA
93,1,1,20000,19,NA,10,20000,10,19,0,1,NA
93,2,1,NA,23,NA,1,NA,1,23,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,25000,10,NA,10,25000,10,10,0,2,NA
93,1,2,99999997,10,NA,6,99999997,6,10,0,1,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,23,NA,6,NA,6,23,NA,2,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,1,NA,5,10000,3,NA,3,5,NA,1,10000
93,1,1,NA,37,NA,3,NA,3,37,NA,1,NA
93,2,2,NA,38,NA,6,NA,6,38,NA,2,NA
93,2,1,NA,36,NA,5,NA,5,36,NA,2,NA
93,1,2,24000,0,NA,12,24000,12,0,0,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,2,NA,NA,NA,6,NA,6,NA,NA,2,NA
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,1,2,NA,29,NA,5,NA,5,29,NA,1,NA
93,2,2,NA,7,NA,5,NA,5,7,NA,2,NA
93,2,2,NA,37,NA,6,NA,6,37,NA,2,NA
93,1,1,NA,41,NA,4,NA,4,41,NA,1,NA
93,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
93,2,1,NA,26,NA,10,NA,10,26,NA,2,NA
93,2,2,15000,23,NA,2,15000,2,23,0,2,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,1,99999997,25,NA,3,99999997,3,25,0,1,NA
93,2,1,NA,2,NA,5,NA,5,2,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,25,25000,3,NA,3,25,NA,1,25000
93,1,2,40000,1,NA,3,40000,3,1,0,1,NA
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,2,NA,43,NA,3,NA,3,43,NA,1,NA
93,2,2,15000,7,NA,3,15000,3,7,0,2,NA
93,1,1,NA,58,NA,4,NA,4,58,NA,1,NA
93,2,1,NA,48,NA,6,NA,6,48,NA,2,NA
93,1,1,99999997,11,NA,3,99999997,3,11,0,1,NA
93,2,2,NA,10,NA,10,NA,10,10,NA,2,NA
93,2,1,30000,35,NA,6,30000,6,35,0,2,NA
93,1,1,NA,40,NA,3,NA,3,40,NA,1,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,99999997,34,NA,10,99999997,10,34,0,2,NA
93,2,2,NA,28,NA,3,NA,3,28,NA,2,NA
93,1,1,99999997,47,NA,5,99999997,5,47,0,1,NA
93,1,2,17000,99999997,NA,10,17000,10,99999997,0,1,NA
93,2,1,15000,6,NA,10,15000,10,6,0,2,NA
93,2,1,NA,40,NA,10,NA,10,40,NA,2,NA
93,2,1,NA,50,NA,13,NA,13,50,NA,2,NA
93,1,1,NA,50,NA,13,NA,13,50,NA,1,NA
93,2,2,16000,30,NA,6,16000,6,30,0,2,NA
93,2,2,NA,35,NA,1,NA,1,35,NA,2,NA
93,1,2,NA,40,NA,4,NA,4,40,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,10,NA,5,NA,5,10,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,7,NA,3,NA,3,7,NA,1,NA
93,2,1,NA,21,20000,6,NA,6,21,NA,2,20000
93,1,1,8000,38,NA,4,8000,4,38,0,1,NA
93,2,2,NA,61,NA,3,NA,3,61,NA,2,NA
93,1,1,NA,42,NA,3,NA,3,42,NA,1,NA
93,1,1,NA,12,NA,1,NA,1,12,NA,1,NA
93,2,1,NA,18,NA,1,NA,1,18,NA,2,NA
93,2,1,99999997,28,NA,1,99999997,1,28,0,2,NA
93,1,1,30000,30,NA,5,30000,5,30,0,1,NA
93,2,2,NA,99999997,NA,6,NA,6,99999997,NA,2,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,15,NA,4,NA,4,15,NA,1,NA
93,2,1,NA,0,NA,4,NA,4,0,NA,2,NA
93,1,1,NA,43,NA,6,NA,6,43,NA,1,NA
93,1,1,NA,99999997,30000,3,NA,3,99999997,NA,1,30000
93,2,2,NA,20,15000,3,NA,3,20,NA,2,15000
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,2,2,30000,20,NA,1,30000,1,20,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,2,22000,19,NA,3,22000,3,19,0,1,NA
93,2,1,30000,14,NA,6,30000,6,14,0,2,NA
93,1,2,NA,52,NA,1,NA,1,52,NA,1,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,15000,4,NA,6,15000,6,4,0,2,NA
93,2,1,18000,23,NA,10,18000,10,23,0,2,NA
93,1,2,NA,22,NA,10,NA,10,22,NA,1,NA
93,1,1,NA,34,40000,3,NA,3,34,NA,1,40000
93,1,2,30000,3,NA,11,30000,11,3,0,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,1,NA,24,NA,3,NA,3,24,NA,1,NA
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,1,1,NA,1,NA,3,NA,3,1,NA,1,NA
93,2,1,30000,14,NA,6,30000,6,14,0,2,NA
93,2,1,NA,99999997,NA,1,NA,1,99999997,NA,2,NA
93,1,2,15000,40,NA,4,15000,4,40,0,1,NA
93,2,1,NA,99999996,NA,6,NA,6,99999996,NA,2,NA
93,2,2,NA,29,NA,2,NA,2,29,NA,2,NA
93,1,1,NA,42,NA,3,NA,3,42,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,99999996,20000,11,NA,11,99999996,NA,2,20000
93,1,2,20000,10,NA,5,20000,5,10,0,1,NA
93,1,99999999,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,15,25000,5,NA,5,15,NA,2,25000
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,99999997,14,NA,1,99999997,1,14,0,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,15000,11,NA,5,15000,5,11,0,2,NA
93,1,2,NA,8,30000,11,NA,11,8,NA,1,30000
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,99999997,NA,3,NA,3,99999997,NA,1,NA
93,2,2,16000,3,NA,1,16000,1,3,0,2,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,2,1,NA,36,NA,3,NA,3,36,NA,2,NA
93,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,1,15000,3,NA,3,1,NA,2,15000
93,1,1,NA,15,NA,3,NA,3,15,NA,1,NA
93,2,2,NA,24,NA,4,NA,4,24,NA,2,NA
93,2,1,NA,20,25000,3,NA,3,20,NA,2,25000
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,2,1,99999997,15,NA,2,99999997,2,15,0,2,NA
93,2,1,NA,40,NA,3,NA,3,40,NA,2,NA
93,2,1,NA,15,NA,6,NA,6,15,NA,2,NA
93,2,2,NA,99999996,NA,1,NA,1,99999996,NA,2,NA
93,2,1,NA,99999997,NA,1,NA,1,99999997,NA,2,NA
93,1,2,NA,99999997,99999997,3,NA,3,99999997,NA,1,99999997
93,1,2,NA,99999997,NA,3,NA,3,99999997,NA,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,2,NA,1,15000,3,NA,3,1,NA,2,15000
93,1,2,18000,24,NA,3,18000,3,24,0,1,NA
93,2,1,NA,13,NA,2,NA,2,13,NA,2,NA
93,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,16000,11,NA,1,16000,1,11,0,2,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,2,2,NA,35,NA,1,NA,1,35,NA,2,NA
93,2,2,25000,20,99999997,10,25000,10,20,0,2,99999997
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,1,NA,29,NA,10,NA,10,29,NA,1,NA
93,2,1,40000,35,NA,10,40000,10,35,0,2,NA
93,2,2,99999998,50,NA,6,99999998,6,50,0,2,NA
93,1,2,27300,25,NA,2,27300,2,25,0,1,NA
93,2,2,NA,12,NA,5,NA,5,12,NA,2,NA
93,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,1,NA,0,NA,5,NA,5,0,NA,1,NA
93,2,1,NA,38,NA,3,NA,3,38,NA,2,NA
93,1,1,NA,32,NA,1,NA,1,32,NA,1,NA
93,2,1,NA,28,NA,3,NA,3,28,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,NA,NA,2,NA,2,NA,NA,2,NA
93,2,1,15000,35,NA,5,15000,5,35,0,2,NA
93,1,2,NA,99999997,NA,5,NA,5,99999997,NA,1,NA
93,2,2,NA,43,NA,10,NA,10,43,NA,2,NA
93,2,2,24700,26,NA,5,24700,5,26,0,2,NA
93,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,2,2,17000,29,NA,6,17000,6,29,0,2,NA
93,1,1,30000,4,NA,11,30000,11,4,0,1,NA
93,2,1,NA,32,NA,5,NA,5,32,NA,2,NA
93,1,1,20000,28,NA,5,20000,5,28,0,1,NA
93,2,2,23000,4,NA,10,23000,10,4,0,2,NA
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,2,2,30000,22,NA,10,30000,10,22,0,2,NA
93,1,2,25000,27,40000,10,25000,10,27,0,1,40000
93,2,1,NA,40,NA,6,NA,6,40,NA,2,NA
93,1,2,NA,99999997,NA,1,NA,1,99999997,NA,1,NA
93,2,2,19000,19,NA,4,19000,4,19,0,2,NA
93,2,1,NA,40,NA,1,NA,1,40,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,34,NA,3,NA,3,34,NA,2,NA
93,2,1,NA,40,NA,3,NA,3,40,NA,2,NA
93,1,1,NA,45,NA,3,NA,3,45,NA,1,NA
93,1,1,NA,30,45000,10,NA,10,30,NA,1,45000
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,2,1,23000,29,NA,10,23000,10,29,0,2,NA
93,1,1,27000,37,NA,3,27000,3,37,0,1,NA
93,2,1,10000,46,NA,3,10000,3,46,0,2,NA
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,2,2,23000,25,NA,10,23000,10,25,0,2,NA
93,2,1,NA,40,NA,10,NA,10,40,NA,2,NA
93,1,1,NA,18,25000,6,NA,6,18,NA,1,25000
93,1,1,NA,39,45000,5,NA,5,39,NA,1,45000
93,2,2,8000,40,NA,3,8000,3,40,0,2,NA
93,2,1,NA,99999997,NA,1,NA,1,99999997,NA,2,NA
93,1,1,NA,25,NA,3,NA,3,25,NA,1,NA
93,1,1,NA,22,NA,5,NA,5,22,NA,1,NA
93,1,2,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,2,1,30000,23,NA,10,30000,10,23,0,2,NA
93,2,1,NA,NA,NA,10,NA,10,NA,NA,2,NA
93,1,2,NA,25,NA,10,NA,10,25,NA,1,NA
93,1,2,NA,10,10000,3,NA,3,10,NA,1,10000
93,2,1,28000,37,NA,6,28000,6,37,0,2,NA
93,1,2,32000,39,NA,10,32000,10,39,0,1,NA
93,2,1,NA,39,NA,6,NA,6,39,NA,2,NA
93,1,2,NA,42,NA,3,NA,3,42,NA,1,NA
93,2,1,NA,25,NA,1,NA,1,25,NA,2,NA
93,1,1,NA,31,NA,3,NA,3,31,NA,1,NA
93,1,2,NA,39,NA,3,NA,3,39,NA,1,NA
93,2,1,NA,1,NA,2,NA,2,1,NA,2,NA
93,2,1,NA,20,NA,1,NA,1,20,NA,2,NA
93,1,1,NA,20,15000,3,NA,3,20,NA,1,15000
93,2,1,NA,32,NA,1,NA,1,32,NA,2,NA
93,1,1,NA,99999997,NA,3,NA,3,99999997,NA,1,NA
93,2,1,NA,20,20000,3,NA,3,20,NA,2,20000
93,2,1,NA,34,NA,10,NA,10,34,NA,2,NA
93,1,1,20000,56,NA,13,20000,13,56,0,1,NA
93,2,2,NA,37,NA,3,NA,3,37,NA,2,NA
93,2,2,NA,44,NA,6,NA,6,44,NA,2,NA
93,2,2,NA,1,NA,3,NA,3,1,NA,2,NA
93,1,1,84000,30,NA,3,84000,3,30,0,1,NA
93,2,1,20000,20,NA,10,20000,10,20,0,2,NA
93,1,2,45000,99999997,NA,6,45000,6,99999997,0,1,NA
93,2,1,30000,12,NA,6,30000,6,12,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,13,NA,6,NA,6,13,NA,2,NA
93,1,1,22000,31,100000,10,22000,10,31,0,1,100000
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,12000,5,99999997,5,12000,5,5,0,2,99999997
93,1,2,18000,10,40000,5,18000,5,10,0,1,40000
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,21000,32,NA,5,21000,5,32,0,2,NA
93,1,2,20000,38,NA,3,20000,3,38,0,1,NA
93,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,2,2,NA,99999996,30000,2,NA,2,99999996,NA,2,30000
93,2,2,NA,18,NA,3,NA,3,18,NA,2,NA
93,1,1,NA,99999996,NA,2,NA,2,99999996,NA,1,NA
93,2,2,NA,18,NA,2,NA,2,18,NA,2,NA
93,2,1,NA,99999997,NA,3,NA,3,99999997,NA,2,NA
93,1,2,NA,23,NA,3,NA,3,23,NA,1,NA
93,2,1,NA,36,NA,1,NA,1,36,NA,2,NA
93,2,1,NA,21,NA,6,NA,6,21,NA,2,NA
93,1,1,NA,28,NA,6,NA,6,28,NA,1,NA
93,2,1,NA,41,NA,6,NA,6,41,NA,2,NA
93,2,1,NA,7,20000,3,NA,3,7,NA,2,20000
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,5,NA,5,NA,NA,1,NA
93,2,1,NA,38,NA,4,NA,4,38,NA,2,NA
93,2,2,40000,17,75000,10,40000,10,17,0,2,75000
93,2,1,15000,43,NA,6,15000,6,43,0,2,NA
93,1,2,NA,NA,NA,2,NA,2,NA,NA,1,NA
93,1,1,NA,20,NA,3,NA,3,20,NA,1,NA
93,2,1,NA,16,NA,10,NA,10,16,NA,2,NA
93,2,1,16800,13,NA,10,16800,10,13,0,2,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,2,NA,5,NA,5,NA,5,5,NA,1,NA
93,2,1,17000,5,40000,6,17000,6,5,0,2,40000
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,1,25000,16,NA,5,25000,5,16,0,2,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,25000,15,NA,3,25000,3,15,0,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,1,37000,6,NA,10,37000,10,6,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,16,NA,4,NA,4,16,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,30000,12,NA,10,30000,10,12,0,2,NA
93,1,1,25000,22,NA,5,25000,5,22,0,1,NA
93,2,2,NA,NA,NA,5,NA,5,NA,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,99999997,NA,3,NA,3,99999997,NA,2,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,2,30000,10,100000,10,30000,10,10,0,1,100000
93,2,1,25000,99999997,NA,5,25000,5,99999997,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,NA,NA,NA,2,NA,2,NA,NA,2,NA
93,1,1,NA,5,99999997,10,NA,10,5,NA,1,99999997
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,1,NA,5,NA,5,1,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,30000,9,NA,3,30000,3,9,0,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,2,28000,8,NA,6,28000,6,8,0,1,NA
93,2,2,18000,5,NA,6,18000,6,5,0,2,NA
93,2,1,13000,7,NA,6,13000,6,7,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,NA,NA,2,NA,2,NA,NA,2,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,1,30000,5,NA,5,1,NA,1,30000
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,99999996,NA,1,NA,1,99999996,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,26000,5,NA,1,26000,1,5,0,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,2,1,NA,2,NA,5,NA,5,2,NA,2,NA
93,1,1,22000,10,NA,5,22000,5,10,0,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,99999997,3,NA,6,99999997,6,3,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,7,NA,3,NA,3,7,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,1,1,NA,17,NA,6,NA,6,17,NA,1,NA
93,2,2,32000,28,NA,10,32000,10,28,0,2,NA
93,1,2,30000,6,NA,6,30000,6,6,0,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,1,20000,6,NA,6,20000,6,6,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,99999996,NA,1,NA,1,99999996,NA,1,NA
93,2,1,NA,99999997,10000,1,NA,1,99999997,NA,2,10000
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,99999996,NA,1,NA,1,99999996,NA,2,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,35000,11,NA,10,35000,10,11,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,0,15000,11,NA,11,0,NA,2,15000
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,15000,10,NA,1,15000,1,10,0,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,99999997,15000,1,NA,1,99999997,NA,1,15000
93,1,2,20000,21,NA,6,20000,6,21,0,1,NA
93,2,1,NA,24,NA,6,NA,6,24,NA,2,NA
93,1,1,NA,46,NA,4,NA,4,46,NA,1,NA
93,2,2,NA,NA,NA,6,NA,6,NA,NA,2,NA
93,1,1,NA,19,NA,3,NA,3,19,NA,1,NA
93,2,2,NA,30,NA,6,NA,6,30,NA,2,NA
93,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
93,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA
93,2,1,NA,NA,NA,1,NA,1,NA,NA,2,NA
93,2,1,NA,6,NA,1,NA,1,6,NA,2,NA
93,1,1,20000,99999997,NA,5,20000,5,99999997,0,1,NA
93,1,2,NA,13,NA,6,NA,6,13,NA,1,NA
93,2,2,17000,12,NA,6,17000,6,12,0,2,NA
93,2,2,NA,NA,NA,1,NA,1,NA,NA,2,NA
